,Unnamed: 0,ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
984,2014,2015,49,19,169,95054,,5/67,PhD,167,1,0,1,0,1
985,4376,4377,40,15,71,93950,,3/00,Bach,272,0,0,0,1,0
986,4155,4156,55,30,28,90291,,0/10,PhD,149,0,0,0,1,1
987,284,285,44,19,69,92806,3.0,0/50,PhD,0,0,0,0,1,0
988,915,916,53,28,184,94550,1.0,8/10,Bach,303,0,0,0,1,0
989,2330,2331,31,5,72,95133,4.0,1/80,Master,242,0,0,0,1,1
990,2026,2027,59,33,80,93907,2.0,0/70,,0,0,0,0,1,0
991,2508,2509,40,15,63,93407,3.0,3/00,Bach,0,0,1,0,1,0
992,1812,1813,43,19,128,95054,1.0,4/70,Bach,0,0,0,0,1,0
993,4307,4308,45,19,128,94928,4.0,6/00,PhD,0,1,0,0,1,0
994,110,111,41,14,9,91330,3.0,1/00,Master,0,0,0,0,0,0
995,3786,3787,54,28,90,91301,,0/30,Bach,0,0,0,0,1,0
996,3765,3766,26,0,54,94706,3.0,0/30,,0,0,0,0,1,0
997,45,46,57,31,52,94720,4.0,2/50,Bach,0,0,0,0,0,1
998,1650,1651,31,6,83,92131,,2/20,Master,106,0,0,0,1,0
999,1586,1587,59,33,50,94122,2.0,2/30,PhD,0,0,0,0,0,1
1000,4121,4122,53,27,65,91711,4.0,2/80,Master,0,0,0,0,0,1
1001,1599,1600,50,24,124,93305,,4/90,Bach,266,0,0,0,1,0
1002,4679,4680,26,0,161,94551,2.0,7/20,Bach,0,0,0,0,0,0
1003,1929,1930,44,19,30,94501,1.0,0/60,PhD,0,0,0,0,1,0
1004,1013,1014,39,13,58,94551,3.0,2/10,,169,0,0,0,1,0
1005,3207,3208,56,32,84,93407,1.0,4/30,Bach,0,0,0,0,1,1
1006,4074,4075,60,35,23,94608,1.0,0/30,,0,0,0,0,1,0
1007,3950,3951,38,14,62,94143,1.0,1/50,PhD,255,0,0,0,1,0
1008,220,221,32,6,25,92130,2.0,0/30,Bach,0,0,0,0,0,1
1009,4575,4576,53,27,115,90095,2.0,0/50,,0,1,0,0,0,0
1010,346,347,44,19,50,90745,3.0,2/70,,0,0,0,0,1,0
1011,2534,2535,56,30,90,94402,,1/90,Master,0,0,0,0,1,0
1012,3833,3834,33,9,83,93943,1.0,0/10,Bach,0,0,0,0,1,0
1013,2112,2113,27,2,103,93117,1.0,1/90,Bach,120,0,0,0,1,0
1014,2277,2278,30,6,32,91330,,1/00,Master,0,0,0,0,0,0
1015,3868,3869,41,16,44,92037,1.0,0/30,PhD,0,0,0,0,0,0
1016,225,226,39,13,93,94720,1.0,1/50,PhD,0,0,0,0,0,1
1017,393,394,53,28,18,90095,,0/10,PhD,109,0,1,1,1,1
1018,3396,3397,52,28,65,93106,1.0,0/00,Bach,0,0,0,0,1,1
1019,952,953,44,20,180,93943,,7/60,Bach,524,0,0,0,0,1
1020,818,819,51,27,42,95039,,1/10,Master,0,0,0,0,1,1
1021,2981,2982,53,28,85,92037,,1/20,Bach,0,0,0,0,0,0
1022,1274,1275,62,37,61,93117,4.0,1/70,Bach,0,0,0,0,0,0
1023,2652,2653,24,0,44,90089,4.0,1/60,Bach,180,0,0,0,1,0
1024,2787,2788,60,34,152,92807,2.0,6/90,Bach,0,0,0,0,0,0
1025,353,354,53,29,55,95818,,1/10,Master,0,0,0,0,1,0
1026,2558,2559,43,19,172,95136,2.0,6/67,Bach,0,0,0,0,1,0
1027,4733,4734,49,23,121,90032,1.0,4/90,Bach,0,0,0,0,1,0
1028,1654,1655,60,34,102,94305,2.0,2/00,Bach,0,0,0,0,1,1
1029,2743,2744,32,8,22,94583,4.0,0/70,,0,0,0,0,1,1
1030,3552,3553,51,27,22,93106,4.0,0/50,Master,0,0,0,0,1,1
1031,386,387,30,5,41,95051,4.0,1/70,Master,0,0,0,0,1,0
1032,2027,2028,38,12,179,94596,2.0,0/00,,380,0,0,0,0,0
1033,4573,4574,46,20,73,95616,2.0,0/80,,264,0,0,1,1,1
1034,3438,3439,43,17,72,94806,1.0,2/80,,271,0,0,0,1,0
1035,2301,2302,38,13,84,93403,,0/70,PhD,0,0,0,0,0,0
1036,667,668,63,39,72,93106,3.0,2/00,,190,0,1,0,1,0
1037,4161,4162,32,8,61,94703,3.0,2/60,Master,0,0,0,0,0,0
1038,891,892,32,6,120,94102,4.0,5/40,,301,1,0,1,1,1
1039,3096,3097,43,18,179,94108,3.0,1/20,Bach,0,1,1,1,1,0
1040,4917,4918,36,10,33,95616,4.0,1/20,Master,82,0,1,0,1,0
1041,1250,1251,47,20,81,94301,1.0,2/67,,0,0,0,0,1,0
1042,2845,2846,62,36,85,90019,2.0,1/70,PhD,98,0,0,0,0,0
1043,2409,2410,55,31,73,95207,3.0,2/67,Bach,219,0,0,0,1,0
1044,4876,4877,44,19,142,95054,,1/50,PhD,0,1,0,0,0,0
1045,4241,4242,34,9,40,95054,,2/00,,0,0,0,0,1,1
1046,3779,3780,53,27,64,93407,4.0,2/60,Bach,0,0,0,0,1,1
1047,1214,1215,61,36,15,92521,4.0,0/40,Master,0,0,0,0,0,0
1048,4138,4139,47,22,114,95819,,0/60,Bach,0,0,1,1,1,1
1049,4102,4103,41,16,81,94305,2.0,0/40,Bach,146,0,0,0,1,1
1050,1409,1410,41,17,63,90745,,3/20,Bach,0,0,0,0,0,0
1051,1367,1368,62,38,42,95747,3.0,0/10,PhD,149,0,0,0,0,1
1052,1541,1542,61,35,154,92704,,6/90,Bach,0,0,0,0,0,0
1053,4992,4993,30,5,13,90037,4.0,0/50,PhD,0,0,0,0,0,0
1054,2493,2494,34,9,49,94025,1.0,2/50,PhD,0,0,0,0,0,0
1055,804,805,54,28,34,94061,4.0,0/70,Master,0,0,0,0,1,0
1056,2030,2031,63,38,111,95814,,3/90,Bach,207,0,1,1,1,1
1057,4114,4115,52,28,52,92126,4.0,0/10,PhD,121,0,0,0,0,0
1058,4526,4527,36,9,40,92518,2.0,1/67,Master,129,0,1,0,1,0
1059,1361,1362,50,26,38,95039,4.0,0/90,Master,0,0,0,0,1,0
1060,4606,4607,44,20,199,94607,,6/67,Bach,0,0,0,0,1,0
1061,2073,2074,46,20,54,91107,1.0,0/70,,154,0,0,0,1,1
1062,4029,4030,31,5,90,94301,2.0,1/30,Bach,0,0,1,0,1,0
1063,3815,3816,43,19,28,95053,,0/30,Bach,96,0,0,0,1,0
1064,3186,3187,41,16,98,95192,,1/00,Bach,296,0,0,0,0,0
1065,1149,1150,56,32,158,91763,1.0,7/40,,0,0,0,0,0,0
1066,3944,3945,56,26,62,91320,,1/40,PhD,0,0,0,0,1,0
1067,1275,1276,27,2,92,95616,,3/10,Bach,178,0,0,0,1,0
1068,4960,4961,58,28,81,91604,1.0,3/00,,0,0,0,0,1,0
1069,1696,1697,45,21,140,91024,2.0,7/60,Bach,132,0,0,0,0,0
1070,4430,4431,38,12,24,94588,,0/80,,0,0,0,0,1,1
1071,3694,3695,38,8,21,92037,1.0,0/67,PhD,0,0,0,0,1,0
1072,522,523,36,11,72,91007,1.0,2/80,Bach,224,0,0,0,0,0
1073,2949,2950,37,11,19,95054,3.0,0/20,Master,0,0,0,0,1,0
1074,655,656,50,25,13,91109,2.0,0/70,PhD,0,0,0,0,0,0
1075,4308,4309,44,20,132,94115,,2/60,Bach,308,1,0,0,0,0
1076,555,556,34,8,35,92037,4.0,0/80,Bach,137,0,0,1,1,1
1077,858,859,45,19,19,94720,,0/50,,0,0,0,0,1,0
1078,2955,2956,54,29,44,95518,,2/30,,187,0,0,0,1,0
1079,510,511,51,26,62,95136,1.0,1/30,Master,221,0,0,0,1,0
1080,2989,2990,42,18,142,93106,,3/40,Bach,496,0,0,0,1,0
1081,1781,1782,52,26,19,90650,2.0,0/70,Master,0,0,0,0,0,1
1082,4642,4643,65,40,143,95616,4.0,6/60,Master,0,1,0,0,1,0
1083,4294,4295,58,34,150,92110,1.0,7/40,,481,0,0,0,1,0
1084,3992,3993,47,22,95,93311,,3/90,,0,1,0,0,0,0
1085,3546,3547,65,40,34,94720,1.0,1/10,,119,0,0,0,1,1
1086,3129,3130,39,14,10,92705,2.0,0/30,,0,0,1,0,0,1
1087,4699,4700,61,36,61,91320,2.0,2/80,,153,0,0,0,0,1
1088,4154,4155,51,25,163,94305,2.0,1/30,PhD,0,1,0,0,1,0
1089,3985,3986,65,40,32,90095,,1/10,,120,0,0,0,1,0
1090,3545,3546,48,22,174,95827,1.0,2/40,Bach,0,0,0,0,1,0
1091,4164,4165,35,10,23,90058,4.0,1/10,,0,0,0,0,0,1
1092,2318,2319,60,34,23,94803,1.0,0/80,Master,112,0,0,0,1,0
1093,328,329,60,35,49,94110,3.0,0/50,Master,0,0,0,0,1,1
1094,2226,2227,25,1,98,90717,1.0,5/40,Bach,0,0,0,0,1,0
1095,411,412,60,36,54,92182,,2/30,PhD,0,0,1,0,0,0
1096,1722,1723,26,2,72,92647,4.0,2/60,Bach,0,0,1,1,1,0
1097,1332,1333,31,5,21,94309,1.0,0/40,,0,0,0,0,1,0
1098,855,856,59,33,113,92152,2.0,2/00,,77,0,0,0,1,0
1099,3409,3410,29,5,113,95351,2.0,2/00,Master,84,0,0,0,1,1
1100,4861,4862,49,24,18,95616,1.0,0/40,PhD,121,0,0,0,1,0
1101,2596,2597,33,8,39,95032,3.0,2/30,Bach,0,0,0,0,0,0
1102,4358,4359,35,11,75,92672,4.0,2/00,PhD,79,0,0,0,0,0
1103,2957,2958,61,36,53,92717,3.0,0/50,Master,0,0,0,0,1,0
1104,3878,3879,35,11,81,92064,2.0,0/00,,0,0,0,0,1,1
1105,4135,4136,48,23,168,95929,2.0,2/80,Bach,308,0,0,0,1,0
1106,2399,2400,62,36,41,90245,2.0,1/00,PhD,154,0,1,0,1,0
1107,2854,2855,49,24,79,94025,4.0,3/60,PhD,212,0,0,0,1,0
1108,3600,3601,44,20,38,90018,2.0,2/10,PhD,95,0,0,0,1,0
1109,3136,3137,60,34,65,95354,3.0,2/20,PhD,94,0,1,1,0,1
1110,3437,3438,57,31,39,94304,,0/70,Master,0,0,1,0,1,0
1111,1218,1219,62,36,98,92122,2.0,2/80,Bach,0,0,0,0,0,0
1112,1652,1653,48,18,182,92626,4.0,6/00,PhD,0,1,0,0,1,0
1113,4115,4116,45,20,84,94131,4.0,1/10,Master,180,0,0,0,1,0
1114,1158,1159,41,16,99,92660,,1/00,PhD,0,0,0,0,1,0
1115,3628,3629,42,18,131,94949,1.0,3/40,Bach,0,0,0,0,0,1
1116,2659,2660,60,35,43,91763,,0/90,PhD,175,0,0,0,0,0
1117,2800,2801,52,26,28,93907,,0/70,Master,90,0,0,0,1,1
1118,2031,2032,60,35,80,94608,3.0,0/50,Bach,0,0,0,0,1,0
1119,3527,3528,35,10,24,95054,4.0,1/10,PhD,0,0,0,0,0,0
1120,1733,1734,40,16,125,95125,2.0,2/20,Bach,0,0,0,0,1,0
1121,1170,1171,35,10,104,91320,,0/60,,0,0,0,0,0,1
1122,4353,4354,61,36,25,94015,2.0,0/50,Master,0,0,0,0,1,1
1123,4211,4212,40,16,104,94301,,1/80,Master,0,0,0,0,0,0
1124,393,394,53,28,18,90095,,0/10,PhD,109,0,1,1,1,1
1125,1297,1298,61,35,90,95814,4.0,1/90,Master,0,0,0,0,1,0
1126,1968,1969,54,24,49,91801,,1/40,PhD,0,0,0,0,1,0
1127,3045,3046,58,32,48,91768,1.0,2/80,Master,0,0,0,0,1,0
1128,4633,4634,31,5,50,93106,1.0,1/50,Bach,0,0,0,0,1,0
1129,1539,1540,29,5,21,90601,3.0,0/90,PhD,119,0,0,0,0,0
1130,3039,3040,34,9,141,95616,2.0,4/90,PhD,0,1,0,0,0,1
1131,4287,4288,54,28,42,95207,4.0,2/50,Bach,0,0,0,0,1,1
1132,1234,1235,44,18,33,90405,,1/50,Bach,0,0,0,0,1,1
1133,4775,4776,44,14,33,94063,1.0,0/75,PhD,171,0,0,0,0,0
1134,2963,2964,29,3,41,94588,,1/90,PhD,0,0,0,0,1,1
1135,4886,4887,51,26,64,94005,4.0,1/80,PhD,0,0,0,0,0,0
1136,2304,2305,27,2,170,95818,3.0,4/70,Bach,0,1,0,0,1,0
1137,2013,2014,40,15,52,92691,3.0,0/80,PhD,113,0,0,0,1,0
1138,368,369,63,37,30,92054,2.0,1/00,,159,0,0,0,1,0
1139,1366,1367,60,34,33,91107,2.0,0/30,Bach,101,0,0,0,1,0
1140,2446,2447,25,1,70,93010,4.0,2/60,Bach,218,0,0,0,1,0
1141,4843,4844,61,34,41,94123,,2/50,Master,0,0,0,0,1,0
1142,121,122,52,26,38,91711,3.0,0/90,,0,0,0,0,1,0
1143,18,19,46,21,193,91604,2.0,8/10,PhD,0,1,0,0,0,0
1144,3132,3133,32,7,83,94302,,2/50,,148,0,1,0,1,0
1145,2010,2011,61,36,41,96001,2.0,1/50,Bach,0,0,0,0,0,0
1146,1262,1263,26,1,53,94720,2.0,1/60,PhD,0,0,0,0,1,0
1147,84,85,46,22,18,91730,1.0,0/90,PhD,0,0,0,0,1,0
1148,1642,1643,27,3,84,95814,3.0,1/50,,0,0,0,0,1,1
1149,191,192,51,25,29,90404,,0/30,PhD,140,0,0,0,0,0
1150,2336,2337,34,8,99,93460,2.0,4/50,,217,0,0,0,0,0
1151,1610,1611,38,14,103,94305,,0/80,Master,0,0,0,0,0,1
1152,217,218,39,14,74,94305,3.0,3/00,Bach,0,0,0,0,0,0
1153,1288,1289,63,38,129,91326,1.0,0/90,Bach,366,0,0,0,1,0
1154,3850,3851,48,23,15,94061,4.0,0/80,,0,0,0,0,1,0
1155,4261,4262,53,28,18,92507,4.0,0/80,Bach,0,0,0,0,0,0
1156,4782,4783,26,0,150,91311,2.0,7/20,Bach,0,0,0,0,0,1
1157,1548,1549,57,32,21,92037,4.0,0/90,Master,113,0,1,0,0,0
1158,3454,3455,47,21,132,92120,1.0,0/30,Bach,0,0,0,0,1,0
1159,3229,3230,33,9,64,92507,4.0,3/40,,0,0,0,0,0,0
1160,288,289,44,19,172,94306,,4/30,PhD,391,1,1,1,1,0
1161,645,646,35,9,84,95120,4.0,2/20,Master,322,0,0,0,0,0
1162,914,915,65,41,195,91711,3.0,0/40,Bach,0,1,1,1,0,1
1163,295,296,60,34,64,94304,2.0,1/70,,0,0,0,0,0,1
1164,1773,1774,31,5,28,92037,,0/80,Bach,0,0,0,0,0,0
1165,843,844,64,39,73,94720,,2/40,,0,0,0,0,1,0
1166,4252,4253,54,29,81,91107,1.0,0/10,,0,0,0,0,0,0
1167,3093,3094,29,5,34,90717,,0/40,,0,0,0,0,0,1
1168,4106,4107,48,22,54,93106,,1/20,Master,0,0,0,0,0,0
1169,3713,3714,46,20,74,90064,3.0,0/70,,0,0,0,0,1,1
1170,3441,3442,64,40,18,94309,2.0,0/30,PhD,0,0,1,1,1,1
1171,623,624,44,19,34,95616,,0/30,PhD,78,0,0,0,1,0
1172,4216,4217,60,35,173,90059,3.0,3/10,,0,1,0,0,1,0
1173,1787,1788,32,6,44,94608,4.0,0/20,,0,0,1,1,1,1
1174,3310,3311,53,29,95,94720,4.0,1/00,,0,0,0,0,1,1
1175,793,794,24,-2,150,94720,,2/00,Bach,0,0,0,0,1,0
1176,1301,1302,41,17,153,92121,,1/70,Bach,337,0,0,0,0,1
1177,4862,4863,33,7,44,95605,1.0,0/30,Bach,0,0,0,0,0,0
1178,610,611,52,28,81,94132,,1/80,Master,275,0,0,0,0,0
1179,3259,3260,33,8,54,92251,3.0,2/30,Bach,0,0,0,0,0,1
1180,2088,2089,39,9,29,94701,3.0,2/00,PhD,151,0,1,0,0,0
1181,1319,1320,32,6,35,94005,2.0,0/30,,0,0,0,0,0,1
1182,813,814,50,25,130,94720,1.0,1/10,Master,0,1,0,0,1,0
1183,4064,4065,63,39,50,94402,1.0,0/00,Master,166,0,0,0,0,0
1184,3191,3192,30,5,83,93101,,1/80,PhD,0,0,0,0,0,1
1185,4476,4477,58,32,40,95833,2.0,0/30,Bach,0,0,0,0,0,0
1186,778,779,62,36,92,94801,,0/70,Master,0,0,0,0,1,0
1187,83,84,33,9,50,94305,1.0,2/40,,0,0,0,0,0,0
1188,691,692,45,18,48,90025,3.0,2/50,Master,113,0,0,0,1,1
1189,3350,3351,28,3,95,90245,,1/80,Master,0,0,0,0,0,0
1190,781,782,56,32,158,94588,3.0,3/70,,0,1,0,0,1,0
1191,840,841,27,3,94,92373,2.0,0/20,Bach,310,0,0,0,0,1
1192,4951,4952,53,27,65,92124,1.0,2/20,PhD,0,0,0,0,1,1
1193,2247,2248,60,34,60,95616,,2/50,PhD,103,0,0,0,0,0
1194,3564,3565,33,7,29,94720,,0/60,PhD,0,0,0,0,0,0
1195,668,669,66,41,18,94010,3.0,0/50,Bach,0,0,0,0,0,0
1196,278,279,50,26,21,91125,4.0,1/00,Bach,0,0,0,0,1,0
1197,3794,3795,52,27,39,92612,4.0,0/20,Master,0,0,1,0,1,0
1198,3910,3911,33,8,62,94596,1.0,1/00,Bach,0,0,0,0,1,0
1199,1051,1052,33,7,54,92886,,0/20,,141,0,1,0,0,0
1200,4847,4848,37,11,65,94143,2.0,2/40,Master,260,0,0,0,1,0
1201,2115,2116,57,31,30,95070,,1/40,Bach,0,0,0,0,0,0
1202,2082,2083,32,7,55,91301,,2/00,Master,0,0,0,0,1,0
1203,21,22,57,27,63,90095,3.0,2/00,PhD,0,0,0,0,1,0
1204,3593,3594,60,34,44,90018,2.0,0/30,Bach,192,0,0,0,1,0
1205,2309,2310,36,12,29,94583,1.0,1/33,Bach,81,0,0,0,1,0
1206,4291,4292,46,21,34,90034,,0/10,Bach,124,0,0,0,1,0
1207,3152,3153,40,15,83,90275,,1/00,,0,0,0,0,0,0
1208,4684,4685,59,34,103,91360,,2/60,Bach,0,0,0,0,1,0
1209,4323,4324,52,28,31,92008,4.0,0/90,Master,151,0,1,0,1,0
1210,1140,1141,32,6,13,94611,,0/30,Bach,0,0,0,0,1,1
1211,3970,3971,65,40,71,95060,,2/20,Bach,0,0,0,0,0,1
1212,1289,1290,46,21,82,94523,,0/40,Bach,0,0,0,0,0,0
1213,1922,1923,39,15,25,93023,,1/40,PhD,0,0,0,0,0,0
1214,4424,4425,35,10,54,93943,1.0,2/50,PhD,0,0,0,0,0,1
1215,1240,1241,52,27,15,91320,,0/80,Bach,101,0,0,0,0,0
1216,1761,1762,52,27,45,94720,2.0,2/00,,121,0,0,0,0,1
1217,2234,2235,36,12,35,95812,,0/40,,0,0,0,0,1,0
1218,3712,3713,50,25,112,92154,1.0,0/60,Bach,0,0,0,0,0,0
1219,692,693,26,2,30,94720,1.0,1/00,PhD,111,0,0,0,0,0
1220,434,435,30,6,45,95819,1.0,1/80,,0,0,0,0,1,0
1221,4760,4761,50,25,18,95819,,0/00,Bach,0,0,0,0,0,1
1222,383,384,44,18,53,94608,1.0,0/20,Bach,0,0,0,0,1,0
1223,2983,2984,56,32,90,95054,2.0,0/30,Bach,0,0,0,0,1,1
1224,3176,3177,48,24,14,91330,,0/40,Bach,0,0,0,0,1,0
1225,3954,3955,32,7,134,93108,2.0,3/10,Bach,0,0,0,0,0,0
1226,3531,3532,38,12,58,94542,3.0,0/90,PhD,128,0,0,0,0,1
1227,1638,1639,32,7,125,95133,,0/00,,0,0,0,0,1,1
1228,3501,3502,65,39,105,91380,4.0,1/70,PhD,0,0,1,0,1,0
1229,735,736,33,7,49,95403,4.0,2/20,Master,0,0,0,0,1,0
1230,3912,3913,40,14,69,95348,1.0,1/50,PhD,0,0,0,0,0,0
1231,358,359,30,6,141,94539,,4/33,Bach,0,0,0,0,1,0
1232,912,913,35,10,78,94105,1.0,2/60,Master,0,0,0,0,1,0
1233,1688,1689,60,34,108,92152,2.0,2/00,,359,0,0,0,1,0
1234,4771,4772,36,11,85,90502,3.0,1/20,PhD,0,0,0,0,1,0
1235,743,744,61,37,40,94539,,2/20,,0,0,1,1,1,1
1236,1097,1098,50,24,188,92007,3.0,1/30,Bach,184,1,0,0,0,1
1237,3647,3648,41,14,32,91605,3.0,1/00,Master,0,0,0,0,0,1
1238,4846,4847,35,10,135,94596,3.0,4/80,Master,0,1,0,0,1,0
1239,2376,2377,58,33,23,91768,3.0,0/20,Bach,0,0,0,0,0,0
1240,3892,3893,59,33,102,91763,2.0,1/40,Bach,0,0,0,0,1,0
1241,291,292,43,16,8,90089,3.0,0/67,Master,88,0,0,0,1,0
1242,919,920,51,27,88,91116,1.0,2/60,Master,0,0,1,0,0,1
1243,3297,3298,57,32,23,93407,1.0,0/30,PhD,0,0,0,0,1,1
1244,4420,4421,62,38,149,92130,,4/70,Bach,0,0,0,0,1,0
1245,1579,1580,29,5,122,94305,4.0,3/00,Bach,0,1,0,0,0,1
1246,4174,4175,40,14,59,91335,3.0,0/50,PhD,0,0,0,0,1,0
1247,4301,4302,49,24,130,92677,4.0,1/10,Bach,281,1,0,1,1,0
1248,3635,3636,58,33,24,95616,,0/50,Master,0,0,0,0,1,0
1249,398,399,54,30,23,94608,,0/40,Bach,0,0,0,0,0,0
1250,820,821,51,25,145,90740,1.0,0/30,Bach,0,0,0,0,1,0
1251,2728,2729,39,13,58,94555,3.0,2/10,Bach,247,0,0,0,1,0
1252,2313,2314,58,32,54,94035,3.0,0/30,Master,0,0,0,0,1,1
1253,4964,4965,53,27,110,90245,,4/90,,0,0,0,0,1,0
1254,3699,3700,46,22,83,94501,,1/40,Master,0,0,0,0,1,1
1255,2612,2613,50,26,40,95138,4.0,1/10,Master,131,0,0,0,0,0
1256,773,774,41,16,120,92612,,3/90,Bach,0,0,0,0,1,1
1257,1023,1024,45,20,109,94117,1.0,7/00,Bach,366,0,0,0,1,0
1258,2723,2724,54,29,72,94558,,3/70,Bach,144,0,0,0,1,0
1259,2208,2209,64,40,92,91109,,0/00,PhD,185,0,1,0,1,0
1260,4643,4644,33,7,35,95616,4.0,0/80,Bach,0,0,0,0,1,0
1261,1459,1460,47,20,38,92115,,2/50,Master,0,0,0,0,0,0
1262,3780,3781,49,25,109,92780,2.0,6/80,Bach,0,0,0,0,0,0
1263,4054,4055,59,34,64,94116,4.0,1/70,Bach,0,0,0,0,0,0
1264,1478,1479,65,39,160,94803,,3/80,,237,1,0,0,1,0
1265,1698,1699,44,20,149,92121,1.0,1/70,Bach,0,0,0,0,1,0
1266,4571,4572,58,28,95,94304,1.0,3/00,PhD,0,0,0,0,0,0
1267,3550,3551,40,10,19,94609,,0/75,PhD,116,0,0,0,0,0
1268,2429,2430,33,7,58,95616,4.0,2/20,Master,0,0,0,0,1,1
1269,1994,1995,32,8,183,94080,1.0,6/00,Bach,0,0,0,0,0,0
1270,2321,2322,41,15,39,91380,3.0,0/50,PhD,0,0,0,0,0,0
1271,4134,4135,35,11,85,92154,,0/10,Master,131,0,0,0,0,0
1272,2409,2410,55,31,73,95207,3.0,2/67,Bach,219,0,0,0,1,0
1273,2473,2474,57,32,39,92182,4.0,0/90,,147,0,0,0,0,0
1274,2352,2353,46,19,59,93555,3.0,2/67,,0,0,0,0,0,0
1275,1876,1877,62,38,123,90210,1.0,2/90,Bach,0,0,0,0,0,0
1276,232,233,46,19,38,94122,3.0,2/50,,135,0,0,0,0,0
1277,4197,4198,51,25,21,90840,2.0,0/40,PhD,76,0,1,0,1,0
1278,3122,3123,38,14,54,90095,,0/60,PhD,218,0,0,0,0,0
1279,416,417,40,15,85,94304,2.0,0/40,Bach,0,0,0,0,1,0
1280,167,168,33,9,23,94305,3.0,0/90,PhD,0,0,0,0,1,1
1281,4244,4245,51,26,55,92121,3.0,2/00,Master,93,0,0,0,1,0
1282,4668,4669,40,14,63,94025,3.0,0/50,PhD,221,0,0,0,1,0
1283,2648,2649,26,0,155,93105,2.0,7/20,Bach,0,0,0,0,0,0
1284,226,227,24,-1,39,94085,2.0,1/70,,0,0,0,0,0,0
1285,1897,1898,54,29,98,93065,1.0,0/10,PhD,0,0,0,0,0,0
1286,4522,4523,31,5,29,90630,1.0,0/30,Bach,0,0,0,0,0,0
1287,3344,3345,43,19,110,90639,1.0,3/40,Bach,0,0,0,0,0,1
1288,2385,2386,43,17,125,94720,4.0,3/50,Master,0,1,0,0,0,0
1289,322,323,63,39,101,92007,1.0,3/90,Bach,0,1,1,1,1,0
1290,4169,4170,41,17,143,90059,,2/70,PhD,209,1,0,0,1,0
1291,2463,2464,35,9,44,92009,4.0,0/20,Bach,0,0,0,0,1,0
1292,4061,4062,33,3,59,91040,2.0,1/75,PhD,0,0,0,0,1,0
1293,1860,1861,30,6,179,91103,,4/90,Bach,142,1,0,0,1,0
1294,20,21,56,31,25,94015,4.0,0/90,Master,111,0,0,0,1,0
1295,4381,4382,33,8,39,94542,4.0,0/80,Bach,0,0,0,0,1,0
1296,128,129,38,14,74,92182,2.0,0/00,Bach,0,0,1,0,1,0
1297,892,893,38,12,53,95616,2.0,2/40,Master,0,0,0,0,1,0
1298,3218,3219,40,16,154,94122,2.0,6/10,Bach,325,0,0,0,1,0
1299,879,880,63,37,84,91768,4.0,1/90,,0,0,0,0,1,0
1300,2971,2972,52,25,43,91380,3.0,1/00,Master,165,0,0,1,1,1
1301,469,470,48,23,10,94609,2.0,0/70,PhD,0,0,0,0,1,1
1302,327,328,58,32,114,91330,,2/00,,402,0,0,0,1,0
1303,1986,1987,42,17,114,90065,2.0,0/40,Bach,0,0,0,0,0,0
1304,390,391,45,19,45,92521,,0/20,Bach,0,0,0,0,1,0
1305,2185,2186,54,30,69,92009,,1/60,PhD,0,0,0,0,1,1
1306,2671,2672,62,37,128,92093,,2/50,Bach,0,0,0,0,0,0
1307,705,706,62,36,30,94720,3.0,0/70,Master,0,0,0,0,1,0
1308,4583,4584,52,26,83,92521,1.0,3/10,,0,1,0,0,1,0
1309,2127,2128,40,14,179,94720,2.0,0/00,Bach,0,0,0,0,0,0
1310,4626,4627,58,34,58,90034,4.0,2/30,PhD,169,0,0,0,1,0
1311,2688,2689,56,30,34,94542,2.0,0/70,Master,0,0,0,0,1,0
1312,1309,1310,38,14,71,95136,,2/00,PhD,0,0,0,0,0,0
1313,1035,1036,43,17,81,94720,,2/60,PhD,0,0,1,0,1,0
1314,2288,2289,35,11,72,94706,3.0,2/60,,0,0,0,0,1,0
1315,2867,2868,59,33,110,90007,3.0,4/40,Bach,264,0,0,0,1,0
1316,3359,3360,43,19,45,91773,,0/60,Master,0,0,0,0,0,0
1317,1201,1202,35,8,38,95060,4.0,1/00,Master,0,0,0,0,1,0
1318,2421,2422,43,19,40,94949,3.0,0/60,Master,0,0,0,0,1,0
1319,2691,2692,61,36,119,95064,2.0,5/40,Master,0,1,0,0,1,0
1320,224,225,52,27,58,94305,4.0,1/80,PhD,91,0,0,0,0,0
1321,2171,2172,35,11,42,93108,1.0,1/50,PhD,0,0,0,0,1,0
1322,3709,3710,37,11,43,92521,4.0,1/20,Master,0,0,1,0,0,0
1323,130,131,28,4,81,94801,3.0,1/50,Bach,276,0,0,0,1,0
1324,1150,1151,55,31,81,95521,,2/67,Bach,0,0,0,0,1,0
1325,639,640,62,36,32,92646,2.0,0/20,,0,0,0,0,1,1
1326,1153,1154,55,30,55,92821,4.0,0/90,Bach,215,0,0,0,1,1
1327,1290,1291,62,38,100,90277,4.0,1/70,Master,0,0,0,0,1,0
1328,1165,1166,43,19,113,91203,,1/70,Bach,0,0,0,0,0,0
1329,380,381,63,33,34,94305,1.0,1/50,PhD,0,0,0,0,1,1
1330,2824,2825,62,36,44,92867,2.0,0/30,Bach,0,0,0,0,0,0
1331,1489,1490,62,38,99,91604,4.0,1/70,Master,0,0,0,0,0,0
1332,4589,4590,31,7,13,93727,1.0,0/50,PhD,0,0,0,0,1,0
